"x","y","cells","B02M","B03M","B04M","B08M","B02J","B03J","B04J","B08J","B02N","B03N","B04N","B08N","B02JA","B03JA","B04JA","B08JA","B05M","B06M","B07M","B11M","B12M","B8AM","B05J","B06J","B07J","B11J","B12J","B8AJ","B05N","B06N","B07N","B11N","B12N","B8AN","B05JA","B06JA","B07JA","B11JA","B12JA","B8AJA","class"
643339.56068349,6661008.83027309,10580,215,265,449,692,366,496,338,1814,321,312,514,828,1317,1121,1155,1244,471.375,440.75,506.8125,681,436.25,582.4375,650,1339.875,1508.75,921.25,476.3125,1574,632.125,671.0625,743.5625,839.9375,590.5,880.8125,1387.25,1349.875,1274.9375,623.5,435.875,1247.125,5
643249.56068349,6661028.83027309,10367,239,323,522,1023,268,330,316,1509,287,247,382,657,496,388,461,655,786.4375,924.6875,1057.8125,1855.9375,1164,1281.1875,643.25,1438,1655.6875,1499.5,737.8125,1960.75,578.875,709.75,804.3125,931.125,636.0625,1018.125,627.3125,697,688.25,649.3125,465.125,739,5
643289.56068349,6661028.83027309,10371,221,361,540,990,305,422,343,1760,258,235,393,584,584,464,496,651,603.5,670.3125,760.375,1293.8125,844.125,933.625,629.4375,1440.125,1643.5,1354,683.0625,1846.1875,481,543.5,590.5625,772,508.4375,705.0625,591.75,592.75,602,676.625,475.3125,686.6875,5
643409.56068349,6661048.83027309,10179,191,318,511,728,287,393,352,1208,355,352,536,1005,1185,1053,1198,1390,520.9375,495.9375,557.9375,777.5,522.3125,638.6875,620.625,1222.9375,1281.3125,917.625,473.375,1394.6875,698.5625,722.375,825,980.8125,651.8125,1001,1372.6875,1358.375,1279.1875,747.75,535.4375,1310.9375,5
643499.56068349,6661048.83027309,10188,190,265,453,787,275,467,212,2925,357,266,387,671,565,407,514,692,614.4375,652.9375,732.4375,1119.8125,721.375,887.5625,740.1875,2425.125,2762.4375,1516.25,691.4375,2933.8125,551.5625,604.625,656.6875,919.9375,656.875,859.5,650.125,662.1875,680.4375,674,444.625,743.0625,5
643539.56068349,6661058.83027309,10090,205,322,498,1032,255,433,237,2697,368,405,476,1130,578,405,491,901,674.1875,821.25,928.125,1384.8125,924.8125,1139.8125,706.25,2342.5625,2688.875,1554.25,705.75,2928.9375,750.75,999.3125,1089.1875,1291.25,899.25,1322.125,699.4375,859.375,870.5625,1129.875,733.4375,1055,5
643259.56068349,6661078.83027309,9858,324,389,565,1451,221,490,158,4403,347,386,487,1458,689,560,597,1389,969,1225.3125,1414.625,2250.4375,1465.625,1681.0625,856.0625,3161.4375,3747.5,1618.9375,709.6875,4063.9375,876.1875,1298.375,1481.625,1378.3125,887.75,1821.6875,931.9375,1257.5,1335.4375,1239.5625,861.625,1517.875,5
643319.56068349,6661078.83027309,9864,194,294,460,926,256,319,328,1376,318,249,418,725,633,466,525,857,637.75,703.375,804.9375,1464.9375,937,1012.1875,608.3125,1222.8125,1428.3125,1443.875,740.9375,1666.375,523.125,649.125,667.6875,887.6875,614.0625,869.125,673.4375,728.125,741.3125,831.5,595.1875,860.1875,5
643369.56068349,6661098.83027309,9665,200,280,469,936,255,348,312,1434,313,258,396,628,609,401,451,786,624.6875,699.125,804.5625,1500.4375,942.8125,1015.25,581.75,1225.625,1416.375,1450.5625,743.625,1666.75,533.5625,634.5,689.625,869.9375,621.1875,853.9375,592.0625,627,665.4375,817.4375,547.125,803.8125,5
643489.56068349,6661098.83027309,9677,289,404,517,1203,269,491,253,2658,478,489,539,1335,709,635,569,1266,743.125,896.8125,1027.625,1550.25,1055.8125,1222.125,788,2262.375,2562.625,1576.1875,746.625,2797.5625,778.25,1009.625,1159.1875,1285.0625,895.125,1338.25,775,946,1019.0625,1224.9375,864.75,1086.8125,5
643399.56068349,6661128.83027309,9362,272,389,566,1152,287,419,361,1715,347,351,424,989,636,470,514,755,782.1875,943.25,1049.6875,1800.3125,1184,1286.25,742.5625,1794.6875,2138,1636.625,811.3125,2347.0625,794.8125,1052.625,1164.6875,1442.25,996.75,1477.875,794.6875,938.4375,1032.375,1259.9375,870.125,1148.6875,5
643599.56068349,6661328.83027309,7342,1322,1696,2257,3793,343,616,287,5584,654,862,598,3834,1033,1150,1232,3570,2633.875,3046.5,3345.0625,4229.0625,2868.0625,3767.1875,1049.125,4006.1875,5088.125,1787.5,825.3125,5480.6875,1518.375,3211.75,3592.6875,1475.8125,857.8125,4055.4375,2081.5,2664.5625,3010,1325.1875,843.75,3469.1875,5
643579.56068349,6661338.83027309,7238,1406,1752,2188,3643,288,607,243,5554,647,836,630,3532,981,1083,1137,3187,2529.1875,2903.8125,3110.4375,4028.4375,2759.9375,3538.8125,987.25,3926.6875,4933.0625,1786,821.9375,5412.375,1449.75,2903.5625,3299.375,1438,827.5,3675,1877,2331.5625,2650.5,1281.0625,829,3035.4375,5
643609.56068349,6661378.83027309,6833,1401,1792,2381,3899,337,648,256,5712,624,860,613,3780,977,1090,1156,3452,2814.5,3238.625,3456.8125,4479.375,3046,3890.375,1045.8125,4201.4375,5341.375,1912.3125,877.125,5721.5,1538.125,3374.3125,3709.8125,1571.5625,879.8125,4098.5,1996.375,2730.6875,3070.6875,1533.75,927.6875,3486.9375,5
643589.56068349,6661388.83027309,6729,1464,1892,2475,3853,303,587,203,5875,623,902,643,3917,981,1177,1206,3499,2859.5,3229.375,3496.6875,4441.0625,3043.4375,3917.1875,1026.1875,4256.25,5460.125,1945.9375,889.375,5857,1526.5,3389.9375,3905.3125,1517.5625,879.1875,4203.125,2050.375,2804.3125,3118.125,1488.25,916,3551.1875,5
643609.56068349,6661418.83027309,6425,1302,1726,2255,3926,360,654,300,5595,671,874,530,3907,960,1102,1127,3493,2796.875,3267.1875,3513.625,4426.875,2972.9375,3956.4375,1076.125,4094.1875,5215.5625,1850.3125,848.25,5670.875,1509.9375,3524.25,3948.1875,1529.75,848.0625,4338.75,1991.4375,2854.1875,3185.125,1470.5,922.5625,3602.9375,5
643549.56068349,6661478.83027309,5807,767,1191,1585,2910,223,456,150,4500,447,402,398,1409,719,663,641,1600,2070.5625,2496.9375,2576.5,3645.1875,2407.375,3101.6875,903.375,3684.5625,4635.3125,1809.1875,816.625,5079.4375,981.875,2031.3125,2232.9375,1337.5625,804.5,2710.375,1331.6875,1725.8125,2015.5,1152.1875,766.3125,2289.8125,5
643499.56068349,6661518.83027309,5394,1199,1585,2192,3636,299,591,222,5594,626,754,624,3352,926,945,1128,3140,2521.1875,2935.4375,3242.4375,4342.625,2918.4375,3631.375,959.1875,4062.125,5121,1914.625,858.0625,5548.5,1314.75,2813.625,3062.75,1429.0625,775.4375,3417.9375,1751.8125,2344,2640.5,1327.875,861.9375,3053.75,5
643599.56068349,6661528.83027309,5302,1090,1437,1895,3478,280,588,221,5840,571,730,560,3355,817,970,1007,3109,2405.0625,2891.1875,3189.5,4106.6875,2724,3575.3125,971.1875,4353.625,5564.0625,1953.75,889.875,5976.125,1337,3011.3125,3398.75,1493.875,821.125,3860.9375,1691.625,2468.75,2705.3125,1360.3125,801.375,3099.625,5
643609.56068349,6661558.83027309,4997,1038,1383,1876,3361,237,507,158,6248,579,754,570,3450,870,974,971,3189,2329.375,2796.4375,3065.875,4125.6875,2721.5625,3543.1875,904.75,4583.875,5826.75,2051.0625,943.9375,6217,1419.3125,3065.5,3429.5,1557.3125,883.6875,3801.5625,1729.625,2517,2846.375,1467.375,899.5625,3308.4375,5
643509.56068349,6661578.83027309,4783,1164,1538,2078,3782,317,587,235,5714,646,763,651,3713,978,1107,1207,3632,2475.375,2997.5,3282.125,4302.125,2847.1875,3720.0625,954.5,4027.9375,5199.9375,1927.0625,867.625,5616.3125,1459.5625,3155.5,3632.9375,1806.75,1015,4111.0625,1957.0625,2755.5625,3106.3125,1739.125,1072.8125,3618.8125,5
643479.56068349,6661588.83027309,4678,1044,1391,1864,3555,270,477,179,5526,587,739,597,3439,954,998,1084,3230,2334.5625,2915.5625,3239.3125,4132.625,2708.0625,3680.3125,826.25,3929.375,5180.5625,1764.75,781.625,5583.3125,1434,3002.125,3409.6875,1803.0625,1022.4375,3866.625,1923.8125,2677.625,2978.75,1735,1123.375,3563.4375,5
643559.56068349,6662038.83027309,96,380,482,615,1327,327,618,266,3133,410,316,393,775,689,555,489,907,858.4375,1038.875,1173.8125,2065.1875,1425.8125,1424,894.375,2628.75,2925.9375,1649.6875,813.375,3158.125,601,761.5625,807.875,923.0625,699.3125,921.8125,707.5,821.6875,860.125,990.75,718.4375,1015.75,5
643219.56068349,6660728.83027309,13424,87,316,63,1,158,315,100,1,298,195,151,12,1891,1729,1622,1252,113.875,1,1,91,70.5625,1,232.6875,1,1,92.125,54.125,1.5625,233.8125,158.5625,190.625,209.8125,180.8125,215.0625,1797.5,1676.875,1425.25,141.6875,99.8125,1229.4375,3
643249.56068349,6660728.83027309,13427,63,229,44,1,159,306,63,1,269,181,108,18,2425,2095,1939,1480,50.5,1,1,66.25,45.8125,1,167.25,1,1,42.25,30.125,1,136.875,87.125,34.0625,51.1875,48.25,15.5625,1857.5,1714,1409.875,60.125,60.0625,1172.0625,3
643309.56068349,6660728.83027309,13433,53,216,12,1,133,266,39,1,244,150,84,37,2031,1807,1626,1214,6.0625,1,1,57.75,40.75,1,54.125,1,1,30.125,25.3125,1,138.1875,56.6875,50.1875,36.5625,42.1875,22.75,1708.3125,1554.5625,1358.9375,48.875,29.875,1100.75,3
643199.56068349,6660738.83027309,13320,105,195,141,123,225,358,154,390,341,289,380,524,2005,1747,1814,1650,214.5625,86.1875,119.0625,221.375,158.375,160.375,371.125,457.375,513.1875,393.25,245.75,573.0625,450.4375,509.4375,527.3125,572.0625,430.375,640.9375,1753.5625,1643,1525.25,339.25,248.25,1412,3
643259.56068349,6660748.83027309,13224,30,216,35,1,164,320,76,1,226,157,105,15,2178,1892,1804,1268,50.5,1,1,70.4375,53,1,157.4375,1,1,45.3125,27.75,1,146.25,63.375,49.3125,45.875,57.1875,20.5,1860.8125,1686.25,1418.0625,53.25,40.4375,1184.625,3
643249.56068349,6660758.83027309,13121,62,262,45,1,161,304,67,1,217,171,104,43,2277,2058,1822,1414,78.25,1,1,77.0625,62.625,1,186.375,1,1,56.8125,34.125,1,174.5625,64.5,74.5625,69.6875,82.6875,45.4375,1895.4375,1713.9375,1455.9375,69.5,48.25,1222.625,3
643329.56068349,6660758.83027309,13129,110,314,44,1,141,222,24,1,219,181,84,14,2055,1927,1738,1318,20.5,1,1,59.5,50.8125,1,47.5625,1,1,34.625,25.5,1,80.375,41.1875,57.25,16.5,21.1875,4.1875,1776.5,1649,1393.25,54.9375,48.4375,1151.4375,3
643219.56068349,6660778.83027309,12914,162,386,195,52,246,484,203,416,282,256,268,357,2029,1832,2013,1593,219.875,110.5,84.625,225.375,165.6875,122.125,364.75,407.3125,446.625,344.4375,192.625,439.3125,434.0625,365.3125,373.25,504.1875,394.1875,466.375,1945.75,1835.1875,1618.875,265.25,204.9375,1476.4375,3
643299.56068349,6660778.83027309,12922,46,230,19,1,190,331,60,1,228,89,109,22,2106,1980,1761,1263,36.125,1,1,67.875,47.0625,1,111.1875,1,1,40.375,24.625,1,122.5625,57.375,40.6875,54.5,35.0625,12.3125,1693.875,1561,1381.25,46.4375,31.0625,1104.25,3
643309.56068349,6660788.83027309,12821,30,234,11,1,187,334,59,1,208,144,103,75,1915,1634,1506,1107,33.125,1,1,70.875,53.0625,1,96.1875,1,1,36.375,19.625,1,127.5625,88.375,33.6875,39,45.5625,15.8125,1584.375,1489,1253.75,52.9375,31.5625,1056.25,3
643389.56068349,6660788.83027309,12829,76,243,40,1,153,255,70,1,217,142,76,13,2033,1832,1714,1323,56.3125,1,1,99.6875,76.8125,1,134.0625,55,38.125,121.3125,65.5,52.75,142.4375,83.9375,74.125,115.75,85.6875,116.5625,1771.375,1677,1466.75,82.75,59.25,1221.5,3
643239.56068349,6660798.83027309,12712,98,375,111,1,186,293,115,2,307,308,239,210,2143,1968,1900,1439,161.5,4.9375,18.8125,141.5,99.8125,17.5,300.0625,70.75,65.6875,164.6875,98.875,88.375,293.625,213.9375,244.8125,354,245.875,305.4375,1944.625,1795.4375,1659.6875,149.0625,137.75,1405.375,3
643279.56068349,6660798.83027309,12716,80,289,36,1,182,330,64,1,251,202,142,52,2026,1887,1744,1324,77.6875,1,1,70.25,56,1,152.0625,1,1,49,36.6875,1,138.5625,89.5,68.3125,51,40.5625,38.125,1710.0625,1597.8125,1375.75,49.1875,37.9375,1183.875,3
643249.56068349,6660808.83027309,12611,122,369,107,1,166,315,117,1,253,299,202,177,2110,2033,1895,1500,161,4.9375,18.8125,126,111.3125,17.5,286.5625,94.75,60.1875,156.1875,94.375,87.375,331.125,241.9375,274.8125,351,251.875,339.4375,1952.125,1783.4375,1630.6875,173.5625,140.25,1420.375,3
643269.56068349,6660808.83027309,12613,40,242,61,1,174,292,76,1,282,178,142,49,1919,1611,1522,1157,103.5625,1,1,81.875,70.6875,1,204.125,10,1,67.9375,45.375,4.9375,185.375,103.6875,111.5,118.75,91.75,100.4375,1691.1875,1585.75,1368.375,81.4375,59.4375,1215.6875,3
643229.56068349,6660818.83027309,12507,100,233,168,154,231,368,185,776,306,334,365,571,1876,1721,1751,1620,308.625,180.625,233,425.75,292.1875,258.5625,440,678.625,700.5625,525.3125,303.125,766.9375,571.25,537.9375,619.625,752.25,546.375,759.9375,1965.8125,1818.125,1750,433.8125,336.625,1560.375,3
643379.56068349,6660818.83027309,12522,53,238,32,1,156,293,72,1,215,198,98,22,2046,1744,1588,1177,46.25,1,1,81.3125,61,1,121.0625,1,1,39.125,25.5625,1,107.125,58.125,39.4375,31.875,18.5625,75.25,1736.1875,1584.3125,1321.625,50.5625,36,1105.8125,3
643389.56068349,6660818.83027309,12523,35,266,42,1,156,326,77,1,219,197,93,22,1872,1645,1513,1085,66.25,1,1,83.9375,61,1,145.6875,1,1,43.375,35.1875,1,116.875,65.375,36.8125,43.125,23.6875,56.25,1671.0625,1502.9375,1239.375,36.6875,29,1087.9375,3
643439.56068349,6660818.83027309,12528,100,292,117,43,247,300,135,391,183,152,118,99,1270,836,583,356,184.9375,54.1875,76.5625,261.5625,180.1875,89.5,296.6875,450.4375,496.4375,376.4375,180.3125,517.5,131.8125,100.9375,117.25,131.0625,107.3125,129.25,653.4375,528.625,438.875,62.3125,31.8125,415.5,3
643349.56068349,6660828.83027309,12417,63,255,18,1,136,260,57,1,215,216,136,46,1865,1645,1500,1064,28.6875,1,1,62.9375,56.0625,1,80.8125,1,1,49.625,25.0625,1,97.5,54,44.9375,38.125,21.8125,65.4375,1600,1429.625,1235.6875,34,42.5625,1058,3
643429.56068349,6660828.83027309,12425,76,327,93,1,213,343,109,43,197,116,86,85,1387,783,526,300,121.5,4.75,11.6875,135.8125,102.4375,16.1875,241.5625,191.125,153.625,195.5,91.5,196.75,118.75,120,106.625,102.25,74.5625,111.5,705.25,646.875,550.1875,52.25,35.125,437.1875,3
643349.56068349,6660838.83027309,12315,63,239,27,1,138,261,45,1,221,188,115,17,1906,1602,1506,1058,32.625,1,1,65.25,57.625,1,76.625,1,1,46.25,28.25,1,94.5,66.3125,40.25,32.8125,26.6875,59.875,1588.1875,1423.875,1227.5625,34.5625,47.8125,1056.375,3
643379.56068349,6660838.83027309,12318,80,247,22,1,143,260,49,1,203,145,115,43,2272,2003,1875,1336,35.625,1,1,80.875,57.8125,1,94.3125,1,1,42.8125,27.75,1,96.5625,52,59.625,37.625,6.6875,63.875,1683.875,1525.75,1296.875,43.8125,50.0625,1054.0625,3
643319.56068349,6660848.83027309,12210,65,269,43,1,185,332,65,1,178,151,128,25,1919,1638,1642,1169,90.5,1,1,69.625,59.9375,1,146.125,1,1,41.5625,33.3125,1,142.625,90.0625,52.9375,26.0625,43.6875,41.8125,1678,1540.9375,1346.375,22.3125,57.25,1100.1875,3
643369.56068349,6660848.83027309,12215,55,238,19,1,135,229,37,1,224,151,101,45,1979,1691,1567,1123,16.5625,1,1,75.5625,59.9375,1,54.875,1,1,40.8125,28.625,1,80.875,66.3125,58.4375,26.25,10.25,46.375,1660,1494.875,1301.1875,50.8125,30.3125,994.6875,3
643299.56068349,6660858.83027309,12106,64,327,64,1,176,365,98,1,239,185,114,43,1905,1664,1550,1194,144.875,1,1,98.9375,64.3125,1,240.5625,1,1,77.875,42.0625,1,201.4375,107.9375,73.625,154.375,117.75,105.875,1685.5,1532.875,1345.875,55.1875,72.3125,1129.0625,3
643319.56068349,6660858.83027309,12108,68,275,54,1,159,321,72,1,226,104,110,15,2013,1765,1628,1127,97.125,1,1,72.125,58.8125,1,165.6875,1,1,42.75,35.4375,1,140.4375,87.875,54.1875,31.25,57.125,36.6875,1596.125,1485.125,1297.25,22.5,63.875,1039.9375,3
643339.56068349,6660858.83027309,12110,47,241,27,1,171,282,57,1,205,166,108,17,2000,1806,1663,1201,57.5,1,1,72.125,61.0625,1,99.6875,1,1,37.1875,32.0625,1,124,66.0625,31.1875,23.8125,30.75,36.125,1551.125,1476.0625,1273.4375,22.875,59.8125,1084.1875,3
643369.56068349,6660868.83027309,12011,55,246,23,1,162,244,34,1,230,98,101,17,1953,1636,1609,1135,33.625,1,1,71.5625,61.6875,1,57.4375,1,1,36.4375,33.4375,1,96.625,42.75,50,27.3125,29.8125,21.9375,1670.5,1486.4375,1269.25,34.875,21.625,1087,3
643429.56068349,6660868.83027309,12017,74,314,61,1,205,365,119,1,226,154,80,24,1690,1383,1258,841,130.0625,1,1,85.375,62.125,1,264.875,24.25,19,86.0625,49.5625,22.375,115.625,85.75,54.875,67.1875,59.875,61.9375,1222.4375,1124.8125,943.3125,37,40.25,831.4375,3
643309.56068349,6660878.83027309,11903,72,347,67,1,203,354,113,1,268,163,146,16,1977,1626,1605,1208,139.0625,5.125,5.3125,100.5,67.4375,8.875,253.875,27.875,24.5625,87.8125,64.125,29.6875,184.375,119.0625,141.4375,170,161.25,144.1875,1674.5,1562.875,1349.5625,96.3125,111.625,1099.875,3
643339.56068349,6660878.83027309,11906,54,281,44,1,156,333,70,1,212,163,72,14,1919,1682,1576,1203,74.8125,1,1,75.1875,65.25,1,139,1,1,39.5,39.125,1,117.9375,58.3125,41.75,31.1875,42.125,38.625,1601.5,1465.3125,1297.8125,36.625,53.5,1142.875,3
643339.56068349,6660888.83027309,11804,46,266,38,1,164,308,69,1,199,158,115,51,2031,1761,1612,1283,85.4375,1,1,74.5625,67.25,1,161,1,1,47.5,42.375,1,119.3125,55.9375,54.25,36.5625,42.375,33.875,1653.5,1495.9375,1348.4375,52.875,43.5,1200.625,3
643369.56068349,6660898.83027309,11705,83,254,33,1,172,277,62,1,227,154,89,19,1990,1694,1664,1262,53,1,1,68.3125,57.1875,1,107.625,1,1,35.5,33.25,1,101.6875,55.625,28.125,33.5625,21.1875,32.25,1713.6875,1577.5625,1385.75,52.8125,52.75,1207.125,3
643459.56068349,6660898.83027309,11714,102,328,110,1,190,342,130,4,210,182,118,74,2240,1918,1762,1410,196.125,11.75,19.25,110,89.9375,22.1875,355.4375,71.1875,65.25,128.5,73.625,71.9375,215.5625,132.25,121.5625,129.3125,144,141.875,1756.8125,1637.9375,1440.8125,68.4375,81.9375,1212.9375,3
643369.56068349,6660908.83027309,11603,56,249,13,1,143,280,57,1,241,188,86,15,2054,1790,1687,1349,61.5,1,1,72.9375,56.0625,1,116.875,1,1,36.5,32.75,1,105.5625,73.875,24.875,22.1875,23.5625,20.25,1741.5625,1627.6875,1390.25,55.9375,40.75,1241.875,3
643429.56068349,6660908.83027309,11609,52,319,38,1,143,304,84,1,228,149,97,12,2466,2073,2049,1454,107.1875,1,1,71.9375,53.375,1,199,1,1,50.9375,34.25,1,151.6875,90.375,40.8125,63.9375,37,45.0625,1795.8125,1597.1875,1327.5625,28.8125,37.375,1119.8125,3
643299.56068349,6660918.83027309,11494,118,166,220,234,249,370,203,1244,351,324,504,806,1655,1447,1585,1587,301,225.375,209.25,363.4375,254.0625,284.5,459.8125,908.5,926.9375,593.875,315.3125,1006.375,586.875,681.25,689.75,840.25,608.5,851.625,1809.6875,1689.5,1567.1875,502.4375,382.375,1517.3125,3
643309.56068349,6660928.83027309,11393,128,288,178,144,239,458,197,879,355,387,471,749,1944,1776,1867,1735,271.5,143.875,151.75,288.9375,198.5625,185.5,430.3125,663.5,685.9375,461.375,257.3125,767.875,466.375,492.75,474.75,623.75,474.5,612.125,1858.1875,1723.5,1530.6875,374.4375,295.375,1458.8125,3
643459.56068349,6660928.83027309,11408,97,331,85,1,165,316,115,1,273,245,169,20,2518,2218,2097,1570,188.8125,16.8125,16.25,110.375,92.1875,22,319.0625,55.25,63.9375,112.375,71.5625,78.5,221.75,146.875,113.5,179,130.5,168.3125,2078.9375,1965.125,1734.625,90.9375,78,1407.1875,3
643329.56068349,6660938.83027309,11293,126,354,118,1,185,345,146,1,265,221,187,52,2067,1888,1693,1379,222.4375,29.5625,37.9375,157.6875,116.625,44.125,346.375,144.9375,138.625,168.875,106.5625,160.6875,260.3125,185.8125,139.875,237.4375,207.125,177.5,1879.625,1713.125,1505.875,139.3125,124.1875,1342.5,3
643399.56068349,6660938.83027309,11300,32,231,32,1,146,257,59,1,230,211,106,24,1889,1699,1641,1323,87.375,1,1,73.1875,58,1,132.1875,1,1,38.8125,30.4375,1,108.4375,65.875,42.75,37.25,22.625,24.625,1701.4375,1553.5625,1360.4375,65.75,43.75,1149.3125,3
643469.56068349,6660958.83027309,11103,260,595,246,102,299,606,294,187,295,339,312,373,2270,1965,1868,1572,256.5625,88,96.8125,205.875,157.8125,135,394.375,279.375,285.375,270.625,159.1875,312.9375,440.4375,417.75,465.75,464,370.625,554.5,1998.9375,1898.125,1676.8125,185.9375,165.8125,1493.875,3
643339.56068349,6660978.83027309,10886,294,572,330,199,297,573,268,221,375,452,483,780,2218,2053,2070,1870,353.8125,176.5625,194.4375,334.3125,218.375,229.375,453.6875,453.5625,515.75,379,214.5625,536.375,532.9375,467.4375,530.1875,603.125,422.5,616.625,1955.375,1818.8125,1688.75,347.3125,271.8125,1515.25,3
643419.56068349,6660978.83027309,10894,70,300,63,1,147,288,92,1,232,201,152,33,1942,1724,1667,1278,154.1875,1,1,98.3125,62.5625,1,296.875,1,2.5,75.9375,39.9375,1,144.875,86.3125,71.6875,82.875,57.5,52.75,1806.6875,1655.75,1489.3125,93.5,68.125,1228.5,3
643469.56068349,6660978.83027309,10899,195,445,251,200,302,512,295,434,299,427,452,752,1906,1694,1825,1437,306.875,165.875,187.9375,297.3125,215.5,215.9375,438.375,450.125,464.0625,384.875,226.25,504.6875,552.125,598.8125,611.375,654.1875,512.25,726,1858.125,1768.25,1575.4375,293.5625,237.5,1491.375,3
643469.56068349,6660988.83027309,10797,163,358,295,308,284,427,314,617,344,398,526,842,2054,1805,1820,1701,360.625,240.625,258.8125,384.9375,278,320.8125,483.625,588.375,636.1875,482.125,275.25,677.0625,648.375,698.4375,734.625,811.0625,602.75,860.5,1786.875,1758.25,1586.8125,387.6875,319,1476.625,3
643359.56068349,6661008.83027309,10582,195,297,359,447,296,441,286,690,397,408,571,971,1884,1753,1879,1746,393.8125,319,348.625,474.625,328.375,402.8125,510,720.625,759.625,561.9375,302.9375,807.375,607.625,698.375,776.375,839.6875,597.4375,895.625,1820.625,1716,1594.875,500.0625,351.9375,1458,3
643439.56068349,6661028.83027309,10386,224,327,418,562,281,502,263,1179,440,406,649,1197,1528,1468,1709,1755,498.875,440.25,422.0625,598.0625,419.1875,523.3125,590.1875,1068.125,1191.5,717.625,365,1223.75,711.4375,815.9375,832.8125,1047.5625,730.1875,1086.3125,1642.0625,1647.25,1514.4375,624.6875,438.875,1470.5,3
642779.56068349,6662038.83027309,18,185,218,294,704,188,353,137,2237,329,213,254,613,1093,786,769,1339,382.375,434.25,482.125,700.5625,465.5625,574.5,442.75,1217.75,1398.25,624.4375,302.625,1574.9375,347.5,428.8125,464.25,377.125,267.375,548.25,991.5,1060.0625,1037,429.875,301.3125,965.75,3
642899.56068349,6661218.83027309,8394,27,144,81,1508,535,740,1013,2296,430,486,573,1347,927,875,892,1767,454.125,1222.4375,1476.5,865.125,472.1875,1671,1346.8125,1841.4375,2128.125,2782.5,1762.8125,2517.8125,846.0625,1230.0625,1315.6875,1047.8125,738.5,1546.1875,1076.0625,1245.25,1324.25,933,630.1875,1557.875,2
642879.56068349,6661238.83027309,8188,47,173,105,1556,483,665,917,2402,581,565,651,1475,1127,930,1037,1577,472.625,1230.875,1462.5,804.0625,438.4375,1713.6875,1354.8125,1884.0625,2100.1875,2807.8125,1798.625,2508.9375,901.5625,1222,1294.25,1067.125,756.625,1517.625,1253.5625,1365.6875,1441.125,944,658.9375,1592.625,2
643149.56068349,6661358.83027309,6991,76,308,145,2710,174,389,114,3169,223,334,183,2669,443,384,208,2847,804.875,2145.5,2533.5,1239,672.75,2834.625,750.4375,2578.75,3184.4375,924.0625,406.625,3384.5625,654.6875,2096.625,2460.25,618.4375,297.4375,2794.3125,868.125,2277.6875,2813.6875,659.0625,341.25,3028.375,2
643029.56068349,6661368.83027309,6877,58,227,167,2069,131,265,86,2420,237,265,231,2044,452,334,222,2297,527.25,1435.25,1724.75,841.3125,463.75,1938.875,483.5625,1892.125,2379.9375,807.9375,358.1875,2576.5,531.25,1461.625,1727.5,471.0625,225.3125,1979.0625,562.0625,1483.5625,1722.375,463.125,249.3125,2015.3125,2
642969.56068349,6661388.83027309,6667,21,164,80,1766,544,772,1105,2418,300,400,577,1364,1628,1621,1658,2424,444.9375,1353.4375,1657.4375,729.125,383.3125,1868.4375,1405.625,1870.4375,2173.4375,2585.9375,1659.75,2575.0625,675.0625,1093.625,1233.25,783.4375,483.125,1497.0625,1217.25,1567.125,1624.4375,629.6875,368.125,1821.5625,2
643109.56068349,6661408.83027309,6477,35,254,104,2414,153,268,71,2275,294,290,181,1941,470,386,211,2206,572.4375,1959.75,2246.5,710.625,353.4375,2529.3125,532.9375,2081.5,2538.875,607.5,254.125,2805.25,550,1625.5,1980.1875,377.25,176.625,2228.25,577.5625,1745.5625,2048.8125,401.6875,178.625,2310.875,2
642859.56068349,6661428.83027309,6248,114,296,212,1855,222,297,190,2139,248,254,223,1737,384,332,264,1949,631.625,1474.75,1742.3125,1117.3125,653.4375,1944.5625,619.6875,1764.5625,1991.6875,1211.4375,626.9375,2223.25,665.375,1807.5,2075.25,817.75,394.5625,2276.375,714.625,1828.9375,2134.75,929,466.375,2301.1875,2
642829.56068349,6661448.83027309,6041,95,270,196,1831,217,303,178,1993,165,227,197,1451,474,338,123,1710,552.5625,1424.6875,1678.875,1016.75,553.1875,1849.4375,509.375,1508.25,1850.8125,929.75,450.125,2027.6875,457.3125,1254.5,1440.5625,475.375,216.9375,1566.25,503.5,1323.3125,1578.5625,525.25,245.375,1655.625,2
642839.56068349,6661458.83027309,5940,92,237,195,1807,189,283,153,1976,185,212,187,1216,379,345,198,1245,574.1875,1427.5625,1653.9375,1045.875,585.125,1843.875,519.9375,1549.75,1876.125,957.125,473.5625,2086.5,458.25,1217.875,1422.5625,460.6875,204.8125,1524.625,492.875,1316.1875,1524,508.875,255.25,1591.125,2
643129.56068349,6661488.83027309,5663,51,259,127,2551,156,363,84,2859,226,297,195,2156,456,365,189,2357,590.375,1777.5625,2138,767.5,414.625,2369.3125,582.5,2131.75,2519.625,626.875,277.6875,2781.4375,533.625,1764.1875,2036.9375,429.6875,177.25,2257.0625,607.5625,1661.4375,1999.5,467.625,194.9375,2277.375,2
643139.56068349,6661488.83027309,5664,30,259,98,2622,146,349,86,2903,194,258,149,1838,444,308,169,1672,619.875,1866.1875,2290.3125,779.4375,417.8125,2497.6875,623.5,2265.3125,2717.125,638.375,279.6875,2950.6875,498.4375,1749.375,1997.625,394.5625,137.625,2209.125,575.1875,1609.8125,1921.6875,401.25,161.75,2194.5625,2
